Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Safety_Rating,Number_of_Owners,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Car_Age,Car_Age_Group,Brand_BMW,Brand_Bugatti,Brand_Chevrolet,Brand_Ferrari,Brand_Ford,Brand_Lamborghini,Brand_McLaren,Brand_Nissan,Brand_Porsche,Model_720S,Model_911 Turbo S,Model_Chiron,Model_Corvette Z06,Model_DBS,Model_GT-R,Model_Huracan,Model_M4 Competition,Model_Mustang GT,Country_Europe,Country_USA,Condition_restored,Condition_salvage,Condition_used,Fuel_Type_Electric,Fuel_Type_Petrol,Drivetrain_FWD,Drivetrain_RWD,Transmission_CVT,Transmission_DCT,Transmission_Manual,Popularity_Low,Popularity_Medium,Market_Demand_Low,Market_Demand_Medium,Modification_Nismo,Modification_RS,Modification_Sport,Modification_Supercharged,Modification_Track Edition,Modification_Turbo,Modification_V-Spec,Cluster
7.5,1315,591,2362,322,2.1,9.7,309,385793,210681,2,2,14271,20000,12.863058827233298,12.258105166622324,42,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,3.0
2.6,875,930,1545,318,4.8,14.0,359,26481,137341,4,1,2680,100000,10.1842205358997,11.83022944446852,18,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,
4.3,929,294,2214,295,4.7,13.3,406,455727,67662,1,3,843,100000,13.029651419296783,11.122294780695515,44,Lama,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,
3.8,1073,1404,2498,313,4.6,9.6,267,290879,202726,4,2,9840,1000,12.58066608997125,12.219615525345546,39,Lama,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,1.0
6.0,1152,436,1386,161,3.6,5.4,136,241607,21019,2,4,7747,1000,12.395071857077369,9.95322964443094,30,Lama,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0
6.8,750,1120,2329,397,6.9,11.5,333,367481,70110,2,3,4194,20000,12.814429616843652,11.15783497939982,29,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
5.0,1271,343,2085,370,6.3,5.4,102,33168,23777,2,3,5634,20000,10.409370983762798,10.07651606241849,20,Menengah,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,2.0
1.9,1404,1395,1826,220,6.2,5.7,301,259099,103496,2,3,13916,5000,12.464969366550202,11.547297905760226,44,Lama,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0
5.6,421,194,1146,323,4.9,13.7,325,345205,133863,4,2,10560,20000,12.751896619268631,11.80457963817441,17,Menengah,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3.0
6.4,1312,1585,2247,212,6.2,6.3,125,450395,245817,2,1,663,20000,13.01788247477351,12.412346703701376,23,Menengah,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,1.0
2.0,763,1630,1024,379,6.7,9.9,120,81374,48863,3,3,5984,20000,11.30682337951087,10.79679620801836,37,Lama,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,2.0
2.9,1390,1106,2243,199,6.5,5.1,321,403647,202906,2,1,12760,1000,12.908298490023324,12.220503024972375,30,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0
7.3,1468,1193,1557,383,5.0,15.0,439,470218,202861,1,1,10231,100000,13.060953822608589,12.220281223897455,13,Menengah,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,
2.8,733,1597,919,165,4.0,6.3,341,490255,87929,2,4,11508,100000,13.102682982637448,11.384296322373048,40,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,
6.0,1195,309,2270,175,4.3,10.1,230,422336,152768,2,1,6720,5000,12.953558852523289,11.93668225555056,42,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,1.0
7.7,620,1115,2399,306,3.3,14.6,313,190727,97802,4,3,14344,20000,12.158603608288123,11.49071053039907,24,Menengah,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2.0
2.3,888,1112,1430,241,2.2,7.2,280,194067,164368,2,3,796,5000,12.175963892093188,12.009869179346817,17,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,3.0
4.8,1327,855,1002,257,6.0,13.8,293,484208,100750,2,2,3581,100000,13.090271910673946,11.520407405317984,40,Lama,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,
1.8,1303,275,2169,373,5.9,13.3,417,142241,94874,1,1,2664,20000,11.865285111391287,11.46031551469793,20,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2.0
3.1,309,792,2242,200,4.4,11.1,156,100229,116617,3,2,2423,1000,11.515222824018911,11.66665891491206,22,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2.0
3.5,246,1528,936,284,4.6,13.5,416,192909,166811,1,3,10926,100000,12.169979037881935,12.024622708765092,36,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,
5.2,832,492,2268,167,7.0,9.2,104,140229,59265,2,4,1177,20000,11.851039210720696,10.98979106473664,45,Lama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0
6.2,391,1060,989,385,2.6,9.2,130,401844,191886,2,1,12427,200,12.903821721109804,12.164661936084622,34,Lama,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,3.0
4.8,1191,851,1876,247,6.2,5.0,445,391650,15520,3,2,3687,100000,12.878126416092265,9.649949224651184,38,Lama,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,
2.0,326,741,2367,371,7.0,5.8,224,413572,165942,2,4,12751,100000,12.932589319581275,12.019399634878528,3,Baru,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,
4.8,849,1758,1189,219,3.4,13.7,336,354845,24115,1,2,5194,1000,12.779439171520988,10.090630799609295,36,Lama,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.0
8.0,1042,1126,1330,193,6.2,8.6,195,395402,229815,3,2,5409,20000,12.887660776943283,12.345034267734563,24,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1.0
7.3,1048,1243,1991,229,3.8,5.7,390,53841,248210,2,3,8100,100000,10.893809110731198,12.422034469868084,44,Lama,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,
7.4,666,1263,2000,375,3.0,11.6,402,28552,154592,4,4,11034,100000,10.259517288372871,11.948551135973243,7,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,
7.8,349,1528,1001,216,4.2,9.9,334,98337,203638,4,2,13282,20000,11.496165803154888,12.22410409737762,37,Lama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2.0
2.8,1357,1292,1792,169,6.0,8.2,186,400405,114186,2,4,14467,1000,12.900234311325914,11.645592734347776,30,Lama,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,1.0
2.1,161,1146,1106,173,5.3,6.8,432,302085,30859,1,3,5444,20000,12.618467024030156,10.337216125917152,28,Lama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,0.0
3.6,1242,519,1112,328,5.2,12.8,297,332165,242395,3,2,12503,100000,12.713390122940275,12.398328031390978,23,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,
2.3,1355,187,978,295,2.6,12.5,320,380106,47805,3,2,11443,100000,12.848208071014025,10.774906433614746,25,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,
6.2,882,1637,2120,272,3.5,12.2,159,299404,206119,3,1,6694,1000,12.60955245089502,12.23621380244216,5,Baru,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,3.0
5.2,851,308,2466,282,4.9,9.0,101,113906,110655,1,4,4103,5000,11.643137604965633,11.614181569042962,14,Menengah,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2.0
7.2,311,970,2179,357,3.3,7.5,353,259999,63699,1,3,651,1000,12.468436909997664,11.061939841560257,1,Baru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0.0
3.5,598,1017,2398,266,6.0,12.0,350,85537,19866,4,2,12982,20000,11.356716000633115,9.896815342768065,10,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,2.0
3.4,171,1446,1457,301,5.0,5.4,177,218912,194873,1,3,3220,5000,12.2964296695959,12.180108474852362,41,Lama,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1.0
6.7,381,903,1361,383,5.8,5.1,190,121361,28250,1,2,7333,20000,11.70653309378115,10.248884134178171,41,Lama,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0.0
3.7,1102,1480,2378,384,4.4,9.9,263,158999,104244,4,4,2919,1000,11.976659481202368,11.554499176880157,42,Lama,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,2.0
1.7,397,841,2211,296,6.2,11.8,332,301684,182730,3,4,8042,5000,12.617138705647983,12.115770405038802,24,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1.0
2.0,748,534,1885,326,6.9,10.7,162,480046,237293,3,4,11954,5000,13.081639294757217,12.377055157654134,36,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,1.0
